order_id,order_date,shipping_mode,product_category,product_subcategory,weight_kg,distance_km,shipping_cost,expected_delivery_date,actual_delivery_date,delay_days,is_delayed,warehouse_region,customer_segment
ORDER-00206,2023-04-30,First Class,Office Supplies,Storage,0.95,235.4,30.97,2023-05-04,2023-05-06,2,1,West,Consumer
ORDER-00207,2024-02-24,Same Day,Furniture,Furnishings,32.59,471.9,1546.79,2024-02-25,2024-02-25,0,0,North,Home Office
ORDER-00208,2024-02-26,Standard Class,Office Supplies,Storage,25.8,466.2,611.89,2024-03-03,2024-03-04,1,1,East,Home Office
ORDER-00209,2023-04-14,Standard Class,Technology,Copiers,22.55,107.4,132.61,2023-04-15,2023-04-16,1,1,West,Consumer
ORDER-00210,2023-09-11,Standard Class,Technology,Accessories,48.36,182.3,447.77,2023-09-12,2023-09-13,1,1,East,Home Office
ORDER-00211,2023-08-15,Same Day,Office Supplies,Binders,28.77,79.0,239.11,2023-08-16,2023-08-16,0,0,East,Corporate
ORDER-00212,2023-04-22,Same Day,Furniture,Chairs,43.24,257.4,1130.15,2023-04-23,2023-04-23,0,0,South,Consumer
ORDER-00213,2024-05-24,Second Class,Office Supplies,Paper,7.4,233.0,120.87,2024-05-31,2024-06-02,2,1,South,Home Office
ORDER-00214,2024-04-17,First Class,Technology,Phones,28.68,450.9,1045.72,2024-04-22,2024-04-23,1,1,East,Consumer
ORDER-00215,2023-04-09,Second Class,Office Supplies,Binders,43.46,465.4,1226.36,2023-04-11,2023-04-13,2,1,East,Consumer
ORDER-00216,2023-06-02,Second Class,Office Supplies,Paper,29.36,194.9,348.84,2023-06-06,2023-06-07,1,1,North,Home Office
ORDER-00217,2023-12-04,Standard Class,Furniture,Tables,36.04,248.4,462.73,2023-12-10,2023-12-10,0,0,West,Corporate
ORDER-00218,2023-06-12,First Class,Office Supplies,Binders,18.92,448.6,690.07,2023-06-17,2023-06-18,1,1,North,Home Office
ORDER-00219,2023-06-10,Standard Class,Technology,Machines,5.08,404.3,114.37,2023-06-11,2023-06-13,2,1,South,Home Office
ORDER-00220,2024-02-02,First Class,Office Supplies,Paper,23.17,6.8,30.71,2024-02-07,2024-02-09,2,1,South,Corporate
ORDER-00221,2023-10-04,First Class,Technology,Machines,20.03,163.4,273.76,2023-10-10,2023-10-11,1,1,North,Home Office
ORDER-00222,2024-05-18,First Class,Office Supplies,Pens,43.42,213.8,747.97,2024-05-20,2024-05-20,0,0,West,Home Office
ORDER-00223,2024-01-27,Standard Class,Office Supplies,Pens,12.58,118.7,83.07,2024-02-02,2024-02-03,1,1,East,Home Office
ORDER-00224,2023-05-15,Standard Class,Furniture,Bookcases,48.35,103.8,263.07,2023-05-23,2023-05-25,2,1,North,Consumer
ORDER-00225,2023-07-14,Standard Class,Technology,Accessories,47.93,23.7,68.16,2023-07-20,2023-07-22,2,1,South,Consumer
ORDER-00226,2024-02-05,Standard Class,Office Supplies,Binders,12.76,323.5,224.3,2024-02-13,2024-02-16,3,1,West,Consumer
ORDER-00227,2023-02-02,Standard Class,Office Supplies,Binders,17.73,134.9,132.72,2023-02-11,2023-02-11,0,0,South,Home Office
ORDER-00228,2024-04-04,Same Day,Office Supplies,Paper,44.83,30.9,153.87,2024-04-05,2024-04-06,1,1,West,Corporate
ORDER-00229,2024-04-14,Second Class,Technology,Machines,48.35,119.3,358.13,2024-04-21,2024-04-22,1,1,West,Consumer
ORDER-00230,2024-01-10,Standard Class,Furniture,Tables,22.45,401.9,462.73,2024-01-11,2024-01-14,3,1,West,Corporate
ORDER-00231,2023-01-22,Standard Class,Technology,Machines,16.39,426.5,361.21,2023-01-23,2023-01-24,1,1,North,Home Office
ORDER-00232,2023-02-07,Standard Class,Furniture,Furnishings,26.54,244.1,335.08,2023-02-08,2023-02-10,2,1,North,Consumer
ORDER-00233,2023-08-18,Second Class,Office Supplies,Storage,34.54,211.0,450.36,2023-08-25,2023-08-25,0,0,North,Home Office
ORDER-00234,2023-12-31,Second Class,Furniture,Chairs,14.04,489.0,420.69,2024-01-02,2024-01-06,4,1,West,Corporate
ORDER-00235,2024-03-13,Same Day,Office Supplies,Paper,36.96,104.3,403.86,2024-03-14,2024-03-17,3,1,West,Consumer
ORDER-00236,2023-10-10,Standard Class,Office Supplies,Pens,3.06,111.6,27.07,2023-10-14,2023-10-15,1,1,South,Consumer
ORDER-00237,2023-01-27,Same Day,Furniture,Bookcases,2.94,149.5,51.17,2023-01-28,2023-01-28,0,0,East,Consumer
ORDER-00238,2023-08-14,First Class,Office Supplies,Storage,19.62,90.5,148.5,2023-08-17,2023-08-19,2,1,North,Consumer
ORDER-00239,2023-10-04,Standard Class,Technology,Copiers,18.0,192.8,178.72,2023-10-10,2023-10-11,1,1,West,Corporate
ORDER-00240,2023-10-11,Same Day,Furniture,Furnishings,16.12,455.9,746.25,2023-10-12,2023-10-13,1,1,South,Consumer
ORDER-00241,2024-04-25,Standard Class,Technology,Phones,24.81,309.6,391.87,2024-04-29,2024-05-02,3,1,South,Home Office
ORDER-00242,2024-03-28,First Class,Office Supplies,Paper,16.38,208.9,279.07,2024-03-31,2024-04-01,1,1,South,Consumer
ORDER-00243,2024-05-30,Standard Class,Office Supplies,Paper,10.02,467.5,247.02,2024-06-04,2024-06-06,2,1,North,Corporate
ORDER-00244,2023-07-11,First Class,Furniture,Tables,15.82,29.0,51.9,2023-07-12,2023-07-14,2,1,North,Consumer
ORDER-00245,2023-02-18,First Class,Furniture,Furnishings,48.76,109.1,431.86,2023-02-20,2023-02-21,1,1,East,Corporate
ORDER-00246,2024-05-26,First Class,Furniture,Chairs,20.85,285.1,487.46,2024-05-31,2024-05-31,0,0,South,Corporate
ORDER-00247,2023-01-17,First Class,Furniture,Furnishings,22.51,309.7,573.86,2023-01-18,2023-01-22,4,1,North,Home Office
ORDER-00248,2023-06-21,Standard Class,Furniture,Bookcases,29.04,24.6,55.51,2023-06-25,2023-06-27,2,1,South,Consumer
ORDER-00249,2023-08-08,Standard Class,Office Supplies,Pens,49.18,204.5,517.87,2023-08-14,2023-08-15,1,1,West,Consumer
ORDER-00250,2023-06-07,Standard Class,Technology,Phones,12.46,326.3,211.96,2023-06-14,2023-06-15,1,1,South,Consumer
ORDER-00251,2024-04-21,Standard Class,Technology,Machines,34.22,350.5,615.45,2024-04-27,2024-04-28,1,1,East,Home Office
ORDER-00252,2023-02-15,Second Class,Office Supplies,Paper,35.94,320.9,705.96,2023-02-16,2023-02-21,5,1,North,Home Office
ORDER-00253,2024-01-08,Standard Class,Furniture,Bookcases,30.56,163.7,258.31,2024-01-11,2024-01-13,2,1,West,Corporate
ORDER-00254,2024-06-01,Same Day,Furniture,Chairs,4.88,51.3,42.8,2024-06-02,2024-06-02,0,0,North,Corporate
ORDER-00255,2023-04-09,Second Class,Office Supplies,Storage,34.01,216.4,453.0,2023-04-13,2023-04-15,2,1,West,Corporate
ORDER-00256,2023-02-06,First Class,Furniture,Bookcases,3.67,68.7,39.6,2023-02-07,2023-02-08,1,1,South,Home Office
ORDER-00257,2023-10-07,Standard Class,Office Supplies,Binders,30.01,474.1,727.23,2023-10-12,2023-10-13,1,1,South,Home Office
ORDER-00258,2023-12-15,First Class,Office Supplies,Pens,37.11,240.2,727.77,2023-12-16,2023-12-16,0,0,East,Home Office
ORDER-00259,2024-05-11,Same Day,Office Supplies,Binders,10.94,162.0,193.15,2024-05-12,2024-05-12,0,0,East,Corporate
ORDER-00260,2023-10-29,Standard Class,Office Supplies,Paper,42.16,384.3,822.28,2023-11-04,2023-11-05,1,1,West,Home Office
ORDER-00261,2023-06-30,Second Class,Technology,Phones,2.0,251.5,42.76,2023-07-05,2023-07-07,2,1,East,Corporate
ORDER-00262,2023-04-09,First Class,Technology,Machines,42.27,158.5,553.75,2023-04-14,2023-04-15,1,1,East,Corporate
ORDER-00263,2023-04-26,Standard Class,Office Supplies,Binders,23.29,406.9,489.05,2023-04-27,2023-04-30,3,1,East,Consumer
ORDER-00264,2023-07-10,Second Class,Technology,Phones,11.27,434.2,312.06,2023-07-18,2023-07-18,0,0,East,Consumer
ORDER-00265,2023-09-10,Standard Class,Technology,Accessories,7.12,338.1,138.73,2023-09-14,2023-09-14,0,0,South,Consumer
ORDER-00266,2023-06-10,Standard Class,Office Supplies,Paper,47.69,28.2,86.89,2023-06-12,2023-06-13,1,1,East,Corporate
ORDER-00267,2023-09-13,Standard Class,Office Supplies,Pens,4.1,285.3,73.99,2023-09-18,2023-09-18,0,0,South,Consumer
ORDER-00268,2023-11-19,Standard Class,Office Supplies,Paper,10.36,382.8,210.82,2023-11-23,2023-11-24,1,1,South,Consumer
ORDER-00269,2023-05-08,Standard Class,Technology,Machines,17.72,72.6,71.82,2023-05-09,2023-05-10,1,1,North,Consumer
ORDER-00270,2023-01-18,Standard Class,Technology,Copiers,31.2,118.2,199.97,2023-01-23,2023-01-25,2,1,South,Home Office
ORDER-00271,2023-11-19,Same Day,Furniture,Furnishings,27.47,441.8,1223.0,2023-11-20,2023-11-22,2,1,South,Corporate
ORDER-00272,2023-10-15,Second Class,Office Supplies,Pens,6.72,15.0,15.29,2023-10-16,2023-10-18,2,1,East,Consumer
ORDER-00273,2023-06-04,Same Day,Office Supplies,Binders,14.84,377.6,568.93,2023-06-05,2023-06-10,5,1,South,Home Office
ORDER-00274,2024-05-04,Standard Class,Office Supplies,Storage,12.32,239.5,165.66,2024-05-07,2024-05-08,1,1,West,Home Office
ORDER-00275,2024-01-21,Standard Class,Furniture,Chairs,11.07,226.2,143.22,2024-01-22,2024-01-23,1,1,East,Home Office
ORDER-00276,2023-04-14,Second Class,Technology,Accessories,20.85,8.5,25.1,2023-04-15,2023-04-15,0,0,East,Consumer
ORDER-00277,2024-01-28,Standard Class,Office Supplies,Paper,35.35,410.6,737.83,2024-02-03,2024-02-06,3,1,East,Home Office
ORDER-00278,2023-09-03,Standard Class,Technology,Copiers,11.26,183.1,118.17,2023-09-06,2023-09-06,0,0,North,Corporate
ORDER-00279,2023-06-25,Second Class,Technology,Copiers,18.65,272.7,319.26,2023-07-01,2023-07-02,1,1,East,Home Office
ORDER-00280,2023-02-08,Standard Class,Technology,Phones,19.85,340.3,348.98,2023-02-12,2023-02-12,0,0,South,Home Office
ORDER-00281,2024-04-21,Second Class,Office Supplies,Paper,48.83,352.8,1044.33,2024-04-24,2024-04-28,4,1,West,Home Office
ORDER-00282,2024-06-21,Second Class,Office Supplies,Binders,47.76,478.2,1381.07,2024-06-24,2024-06-26,2,1,East,Home Office
ORDER-00283,2024-02-12,Standard Class,Furniture,Chairs,40.11,268.0,551.31,2024-02-19,2024-02-20,1,1,East,Corporate
ORDER-00284,2024-06-08,Standard Class,Office Supplies,Storage,12.46,202.9,141.12,2024-06-13,2024-06-15,2,1,West,Consumer
ORDER-00285,2024-05-20,First Class,Furniture,Furnishings,3.87,477.1,159.49,2024-05-21,2024-05-24,3,1,East,Corporate
ORDER-00286,2023-02-05,Standard Class,Office Supplies,Paper,16.19,322.8,280.84,2023-02-06,2023-02-07,1,1,North,Corporate
ORDER-00287,2023-01-20,Standard Class,Furniture,Furnishings,13.71,152.6,110.86,2023-01-24,2023-01-25,1,1,South,Consumer
ORDER-00288,2023-11-17,Same Day,Furniture,Chairs,25.54,67.6,182.86,2023-11-18,2023-11-18,0,0,West,Home Office
ORDER-00289,2024-05-26,Standard Class,Furniture,Tables,39.0,422.1,834.38,2024-05-31,2024-06-03,3,1,West,Consumer
ORDER-00290,2024-02-04,Second Class,Furniture,Furnishings,42.99,184.3,480.64,2024-02-09,2024-02-11,2,1,North,Consumer
ORDER-00291,2024-04-15,Same Day,Technology,Machines,42.32,331.9,1415.08,2024-04-16,2024-04-18,2,1,South,Corporate
ORDER-00292,2023-05-23,Standard Class,Technology,Phones,18.3,238.1,226.97,2023-05-24,2023-05-25,1,1,North,Consumer
ORDER-00293,2023-04-02,Standard Class,Office Supplies,Storage,34.52,103.5,191.23,2023-04-07,2023-04-08,1,1,South,Home Office
ORDER-00294,2023-12-20,Standard Class,Furniture,Bookcases,15.99,302.8,252.13,2023-12-21,2023-12-25,4,1,North,Corporate
ORDER-00295,2023-02-20,Standard Class,Furniture,Tables,3.51,35.0,22.04,2023-02-28,2023-02-28,0,0,East,Home Office
ORDER-00296,2023-07-09,Standard Class,Furniture,Tables,35.23,209.6,381.86,2023-07-12,2023-07-13,1,1,North,Corporate
ORDER-00297,2023-05-05,Second Class,Furniture,Furnishings,0.99,275.6,23.32,2023-05-07,2023-05-08,1,1,West,Home Office
ORDER-00298,2023-05-30,Standard Class,Technology,Machines,20.75,220.8,245.33,2023-06-08,2023-06-09,1,1,West,Consumer
ORDER-00299,2023-11-10,Second Class,Furniture,Bookcases,16.8,375.6,385.09,2023-11-16,2023-11-18,2,1,West,Consumer
ORDER-00300,2023-12-08,Same Day,Office Supplies,Pens,34.82,414.8,1461.92,2023-12-10,2023-12-11,1,1,North,Consumer
ORDER-00301,2023-11-01,First Class,Furniture,Furnishings,38.43,386.8,1208.15,2023-11-06,2023-11-10,4,1,West,Home Office
ORDER-00302,2023-02-23,Second Class,Furniture,Furnishings,15.55,24.2,32.42,2023-02-28,2023-03-01,1,1,West,Corporate
ORDER-00303,2024-03-19,Standard Class,Office Supplies,Pens,40.68,101.1,224.53,2024-03-20,2024-03-21,1,1,East,Corporate
ORDER-00304,2023-09-21,Second Class,Office Supplies,Paper,15.05,270.6,261.25,2023-09-24,2023-09-25,1,1,East,Corporate
ORDER-00305,2023-02-22,Second Class,Furniture,Bookcases,22.59,467.7,652.76,2023-02-24,2023-02-24,0,0,South,Consumer
ORDER-00306,2023-01-05,Standard Class,Furniture,Chairs,36.49,418.3,778.18,2023-01-10,2023-01-10,0,0,South,Home Office
ORDER-00307,2023-04-13,Standard Class,Office Supplies,Binders,34.8,422.1,742.99,2023-04-21,2023-04-22,1,1,South,Corporate
ORDER-00308,2023-07-15,First Class,Furniture,Tables,49.37,155.1,631.0,2023-07-17,2023-07-20,3,1,North,Home Office
ORDER-00309,2023-12-16,Standard Class,Furniture,Bookcases,11.65,217.6,134.52,2023-12-20,2023-12-21,1,1,South,Corporate
ORDER-00310,2023-02-16,Standard Class,Technology,Phones,33.28,238.0,404.23,2023-02-17,2023-02-19,2,1,North,Consumer
ORDER-00311,2023-09-26,Standard Class,Office Supplies,Pens,30.68,82.9,136.23,2023-10-05,2023-10-08,3,1,North,Home Office
ORDER-00312,2024-01-05,Standard Class,Office Supplies,Pens,45.8,20.4,56.28,2024-01-09,2024-01-10,1,1,South,Corporate
ORDER-00313,2023-04-16,First Class,Office Supplies,Paper,8.24,473.7,324.98,2023-04-20,2023-04-23,3,1,South,Corporate
ORDER-00314,2023-04-30,First Class,Office Supplies,Pens,37.71,124.2,390.39,2023-05-01,2023-05-01,0,0,North,Corporate
ORDER-00315,2023-02-27,First Class,Office Supplies,Binders,28.63,123.8,302.44,2023-03-02,2023-03-04,2,1,East,Corporate
ORDER-00316,2023-12-12,Standard Class,Office Supplies,Storage,14.1,46.3,38.97,2023-12-15,2023-12-18,3,1,West,Consumer
ORDER-00317,2024-04-18,Standard Class,Technology,Machines,23.98,464.6,576.37,2024-04-25,2024-04-27,2,1,West,Corporate
ORDER-00318,2023-04-27,Standard Class,Furniture,Bookcases,17.02,292.0,267.31,2023-05-07,2023-05-07,0,0,West,Corporate
ORDER-00319,2023-05-07,Standard Class,Office Supplies,Paper,29.18,335.2,494.87,2023-05-19,2023-05-19,0,0,East,Consumer
ORDER-00320,2024-01-28,Standard Class,Office Supplies,Paper,44.51,456.2,1025.68,2024-01-31,2024-02-01,1,1,North,Corporate
ORDER-00321,2023-02-27,First Class,Technology,Accessories,28.68,176.1,421.24,2023-02-28,2023-02-28,0,0,South,Home Office
ORDER-00322,2024-05-27,Standard Class,Office Supplies,Paper,31.77,312.6,510.74,2024-06-02,2024-06-03,1,1,North,Home Office
ORDER-00323,2023-04-06,Second Class,Office Supplies,Paper,26.18,24.2,54.7,2023-04-09,2023-04-12,3,1,North,Corporate
ORDER-00324,2023-04-28,Standard Class,Furniture,Tables,3.03,97.5,30.56,2023-05-05,2023-05-05,0,0,South,Consumer
ORDER-00325,2024-05-02,Standard Class,Office Supplies,Pens,12.03,416.5,262.98,2024-05-05,2024-05-06,1,1,East,Consumer
ORDER-00326,2023-08-25,Standard Class,Furniture,Furnishings,24.85,384.6,483.48,2023-08-30,2023-08-31,1,1,West,Consumer
ORDER-00327,2023-09-29,Same Day,Office Supplies,Binders,15.86,178.6,297.02,2023-09-30,2023-09-30,0,0,West,Corporate
ORDER-00328,2023-07-08,First Class,Furniture,Bookcases,9.5,191.5,151.27,2023-07-11,2023-07-13,2,1,North,Corporate
ORDER-00329,2024-03-22,Same Day,Office Supplies,Binders,25.45,269.1,698.92,2024-03-23,2024-03-23,0,0,East,Home Office
ORDER-00330,2023-09-04,Standard Class,Furniture,Bookcases,16.48,5.1,21.21,2023-09-09,2023-09-10,1,1,West,Consumer
ORDER-00331,2023-03-17,Standard Class,Office Supplies,Binders,13.28,124.4,96.38,2023-03-18,2023-03-19,1,1,East,Corporate
ORDER-00332,2023-06-03,Second Class,Technology,Copiers,23.47,108.1,172.18,2023-06-06,2023-06-07,1,1,South,Corporate
ORDER-00333,2024-03-10,Standard Class,Furniture,Tables,7.1,129.0,57.63,2024-03-18,2024-03-18,0,0,North,Corporate
ORDER-00334,2023-03-27,First Class,Office Supplies,Pens,46.42,403.9,1516.16,2023-03-31,2023-04-02,2,1,North,Consumer
ORDER-00335,2023-10-12,Standard Class,Office Supplies,Binders,43.45,143.4,326.54,2023-10-16,2023-10-18,2,1,East,Consumer
ORDER-00336,2023-08-08,Standard Class,Furniture,Furnishings,35.53,99.8,197.17,2023-08-09,2023-08-12,3,1,West,Home Office
ORDER-00337,2023-03-10,Standard Class,Technology,Machines,5.76,254.6,89.02,2023-03-12,2023-03-15,3,1,East,Consumer
ORDER-00338,2023-02-16,Standard Class,Furniture,Chairs,38.91,433.5,850.83,2023-02-23,2023-02-24,1,1,South,Corporate
ORDER-00339,2023-04-04,First Class,Office Supplies,Pens,40.49,124.5,422.61,2023-04-05,2023-04-06,1,1,West,Home Office
ORDER-00340,2024-03-28,Standard Class,Office Supplies,Binders,38.5,43.9,99.52,2024-03-30,2024-03-31,1,1,West,Consumer
ORDER-00341,2023-07-23,Standard Class,Office Supplies,Pens,6.14,181.4,61.58,2023-07-29,2023-07-30,1,1,East,Consumer
ORDER-00342,2023-08-06,Standard Class,Office Supplies,Storage,32.37,375.1,621.96,2023-08-09,2023-08-09,0,0,South,Consumer
ORDER-00343,2024-04-18,Standard Class,Furniture,Bookcases,41.8,277.6,598.43,2024-04-19,2024-04-20,1,1,West,Consumer
ORDER-00344,2024-03-07,First Class,Furniture,Tables,29.08,409.3,965.85,2024-03-13,2024-03-14,1,1,North,Corporate
ORDER-00345,2023-12-07,First Class,Technology,Copiers,32.5,480.0,1258.31,2023-12-10,2023-12-10,0,0,South,Consumer
ORDER-00346,2023-10-16,Same Day,Office Supplies,Binders,23.19,397.4,938.88,2023-10-17,2023-10-19,2,1,West,Corporate
ORDER-00347,2023-09-11,First Class,Technology,Machines,26.67,303.9,665.14,2023-09-17,2023-09-17,0,0,East,Corporate
ORDER-00348,2023-12-23,Standard Class,Technology,Machines,2.2,249.2,40.57,2023-12-28,2023-12-28,0,0,West,Corporate
ORDER-00349,2023-01-23,Second Class,Technology,Machines,32.13,24.8,55.12,2023-01-24,2023-01-25,1,1,North,Home Office
ORDER-00350,2024-06-05,Standard Class,Office Supplies,Paper,4.53,492.2,120.25,2024-06-07,2024-06-13,6,1,South,Corporate
ORDER-00351,2023-04-10,Standard Class,Office Supplies,Storage,22.03,194.8,230.65,2023-04-19,2023-04-19,0,0,West,Consumer
ORDER-00352,2023-06-29,First Class,Technology,Copiers,14.99,80.4,113.51,2023-07-02,2023-07-03,1,1,North,Home Office
ORDER-00353,2023-08-11,Standard Class,Office Supplies,Paper,27.5,335.0,469.81,2023-08-15,2023-08-15,0,0,West,Consumer
ORDER-00354,2024-03-17,Same Day,Furniture,Furnishings,7.1,145.7,113.97,2024-03-18,2024-03-18,0,0,West,Corporate
ORDER-00355,2023-11-21,Standard Class,Technology,Copiers,34.74,295.0,518.58,2023-11-27,2023-12-01,4,1,South,Consumer
ORDER-00356,2024-05-30,Second Class,Technology,Copiers,39.85,295.5,722.24,2024-06-03,2024-06-05,2,1,East,Home Office
ORDER-00357,2023-01-16,Second Class,Office Supplies,Pens,8.59,225.6,121.33,2023-01-18,2023-01-19,1,1,East,Home Office
ORDER-00358,2023-12-02,First Class,Furniture,Tables,5.66,418.9,195.38,2023-12-07,2023-12-09,2,1,North,Consumer
ORDER-00359,2023-09-15,Second Class,Office Supplies,Paper,7.7,136.2,67.99,2023-09-17,2023-09-19,2,1,North,Consumer
ORDER-00360,2024-05-11,Second Class,Technology,Copiers,43.92,227.1,613.13,2024-05-14,2024-05-16,2,1,North,Consumer
ORDER-00361,2023-06-09,Standard Class,Technology,Accessories,26.65,271.2,372.63,2023-06-15,2023-06-16,1,1,South,Home Office
ORDER-00362,2024-04-19,Second Class,Furniture,Furnishings,23.63,333.5,482.3,2024-04-21,2024-04-21,0,0,East,Corporate
ORDER-00363,2024-01-15,Standard Class,Furniture,Bookcases,5.78,393.1,132.3,2024-01-20,2024-01-20,0,0,North,Consumer
ORDER-00364,2024-06-28,First Class,Technology,Accessories,32.65,200.4,531.34,2024-06-29,2024-06-29,0,0,North,Corporate
ORDER-00365,2024-03-02,Second Class,Office Supplies,Pens,43.47,324.8,857.98,2024-03-09,2024-03-12,3,1,West,Home Office
ORDER-00366,2023-09-25,Second Class,Office Supplies,Paper,41.5,79.6,217.31,2023-09-27,2023-09-28,1,1,West,Consumer
ORDER-00367,2024-02-21,Standard Class,Technology,Phones,31.49,466.7,746.23,2024-02-25,2024-02-27,2,1,North,Consumer
ORDER-00368,2023-06-17,Standard Class,Furniture,Furnishings,4.23,194.6,54.48,2023-06-29,2023-06-30,1,1,West,Home Office
ORDER-00369,2023-02-12,First Class,Office Supplies,Pens,6.06,366.1,183.69,2023-02-14,2023-02-17,3,1,West,Consumer
ORDER-00370,2023-10-12,Standard Class,Furniture,Tables,2.94,15.1,19.07,2023-10-13,2023-10-15,2,1,West,Corporate
ORDER-00371,2024-02-01,Standard Class,Office Supplies,Storage,13.25,106.6,81.96,2024-02-10,2024-02-11,1,1,South,Home Office
ORDER-00372,2023-01-12,Standard Class,Technology,Copiers,7.22,246.1,105.85,2023-01-16,2023-01-17,1,1,North,Home Office
ORDER-00373,2023-10-29,Same Day,Office Supplies,Storage,13.37,439.7,596.69,2023-10-30,2023-10-30,0,0,North,Consumer
ORDER-00374,2023-09-10,First Class,Technology,Accessories,19.56,266.0,427.57,2023-09-13,2023-09-14,1,1,West,Home Office
ORDER-00375,2024-05-13,Standard Class,Office Supplies,Storage,47.18,465.3,1114.44,2024-05-15,2024-05-18,3,1,South,Consumer
ORDER-00376,2023-02-04,Standard Class,Office Supplies,Storage,30.71,244.5,395.04,2023-02-06,2023-02-08,2,1,West,Consumer
ORDER-00377,2023-03-31,Standard Class,Furniture,Furnishings,41.83,247.8,524.17,2023-04-01,2023-04-02,1,1,South,Home Office
ORDER-00378,2024-02-22,First Class,Office Supplies,Pens,35.66,64.3,200.62,2024-02-28,2024-03-02,3,1,North,Consumer
ORDER-00379,2023-04-25,Second Class,Office Supplies,Binders,6.07,402.3,156.03,2023-04-29,2023-05-03,4,1,West,Corporate
ORDER-00380,2023-07-15,Standard Class,Furniture,Chairs,36.93,127.2,248.14,2023-07-19,2023-07-21,2,1,North,Corporate
ORDER-00381,2024-05-15,Standard Class,Office Supplies,Pens,14.12,450.3,327.26,2024-05-21,2024-05-21,0,0,South,Consumer
ORDER-00382,2024-05-07,Standard Class,Office Supplies,Paper,32.14,455.9,746.83,2024-05-15,2024-05-16,1,1,East,Corporate
ORDER-00383,2023-03-16,Second Class,Technology,Phones,17.38,471.9,502.4,2023-03-17,2023-03-17,0,0,South,Consumer
ORDER-00384,2024-02-17,First Class,Office Supplies,Pens,49.88,262.5,1057.48,2024-02-21,2024-02-26,5,1,East,Corporate
ORDER-00385,2024-01-11,Standard Class,Technology,Copiers,13.55,340.2,236.05,2024-01-15,2024-01-18,3,1,North,Home Office
ORDER-00386,2024-02-24,Standard Class,Furniture,Tables,14.32,390.4,286.73,2024-03-03,2024-03-03,0,0,North,Consumer
ORDER-00387,2023-10-04,Standard Class,Furniture,Tables,46.57,69.9,181.52,2023-10-05,2023-10-09,4,1,West,Consumer
ORDER-00388,2024-01-29,Same Day,Office Supplies,Storage,1.72,302.5,72.0,2024-01-30,2024-01-30,0,0,East,Consumer
ORDER-00389,2024-04-01,Standard Class,Office Supplies,Paper,34.99,22.0,55.2,2024-04-06,2024-04-09,3,1,South,Consumer
ORDER-00390,2023-07-11,First Class,Furniture,Tables,36.4,251.3,741.09,2023-07-12,2023-07-13,1,1,North,Consumer
ORDER-00391,2023-04-09,Second Class,Technology,Machines,41.9,81.6,216.18,2023-04-11,2023-04-11,0,0,East,Consumer
ORDER-00392,2023-04-06,Standard Class,Technology,Accessories,48.73,95.5,248.78,2023-04-12,2023-04-14,2,1,South,Home Office
ORDER-00393,2023-07-09,Standard Class,Office Supplies,Pens,48.79,185.7,472.54,2023-07-10,2023-07-12,2,1,East,Home Office
ORDER-00394,2023-02-06,Standard Class,Furniture,Tables,3.73,219.1,52.69,2023-02-09,2023-02-09,0,0,South,Corporate
ORDER-00395,2024-01-04,Second Class,Technology,Phones,41.18,313.5,792.04,2024-01-05,2024-01-06,1,1,South,Consumer
ORDER-00396,2024-06-08,First Class,Office Supplies,Binders,32.49,41.8,128.27,2024-06-09,2024-06-12,3,1,South,Corporate
ORDER-00397,2023-10-06,Second Class,Technology,Phones,32.54,254.3,514.6,2023-10-13,2023-10-14,1,1,South,Corporate
ORDER-00398,2023-08-05,Second Class,Technology,Copiers,6.85,95.4,47.62,2023-08-10,2023-08-10,0,0,East,Home Office
ORDER-00399,2023-09-30,Standard Class,Technology,Phones,32.68,289.1,477.51,2023-10-09,2023-10-10,1,1,East,Corporate
ORDER-00400,2023-03-03,Same Day,Office Supplies,Binders,49.13,320.5,1587.0,2023-03-04,2023-03-05,1,1,West,Home Office
ORDER-00401,2023-12-08,First Class,Furniture,Furnishings,45.64,280.6,1037.5,2023-12-11,2023-12-14,3,1,East,Corporate
ORDER-00402,2024-02-01,Standard Class,Office Supplies,Pens,22.24,370.5,420.01,2024-02-07,2024-02-09,2,1,East,Consumer
ORDER-00403,2023-01-19,Same Day,Office Supplies,Binders,2.48,171.1,51.7,2023-01-20,2023-01-20,0,0,West,Corporate
ORDER-00404,2023-06-26,Second Class,Technology,Copiers,18.43,383.7,440.77,2023-06-28,2023-07-01,3,1,East,Home Office
ORDER-00405,2024-01-31,Second Class,Furniture,Bookcases,41.41,219.2,556.68,2024-02-02,2024-02-03,1,1,South,Home Office
ORDER-00406,2024-03-20,First Class,Furniture,Tables,35.22,244.7,699.23,2024-03-21,2024-03-25,4,1,North,Home Office
ORDER-00407,2023-08-21,First Class,Technology,Accessories,23.24,325.8,620.07,2023-08-23,2023-08-26,3,1,North,Corporate
ORDER-00408,2023-03-17,Second Class,Technology,Machines,3.23,14.1,17.52,2023-03-20,2023-03-21,1,1,West,Corporate
ORDER-00409,2023-09-22,Standard Class,Technology,Copiers,21.63,328.7,372.03,2023-09-25,2023-09-26,1,1,East,Home Office
ORDER-00410,2024-03-30,Standard Class,Technology,Copiers,23.72,311.2,376.43,2024-04-01,2024-04-01,0,0,East,Consumer
ORDER-00411,2024-01-19,Same Day,Office Supplies,Binders,46.46,158.4,752.05,2024-01-20,2024-01-21,1,1,West,Consumer
